page,type,raw,translation,note
102,多义,followed by periods of swings,随后是剧烈震荡期,"swing 本义""摇摆""→市场大幅波动"
102,多义,"short, seemingly periodic bursts in volatility occurred",出现了短暂且似乎周期性的波动率骤增,burst = 爆发、突增；⚠形近：bust（破产）
102,词组,do a reasonable job of forecasting volatility in this sort of pattern,在这种形态下把波动率预测做得相当不错,do a good/reasonable job of doing = 把某事做得好/不错
102,词组,"followed by a return to calm, and so forth",接着又回归平静，如此往复,= and so on（等等）
103,术语,"The ""A"" in the acronym GARCH stands for Autoregressive","GARCH 缩写中的""A""代表""自回归""",自回归：用变量自身的过去值预测其未来值；acronym = 首字母缩略词；stand for = 代表
103,术语,characterizes a mean reverting process,刻画一个均值回归过程,均值回归：偏离均值后倾向被拉回；与趋势行为相对
103,术语,trending behavior (which is also called autocorrelative),"趋势性行为（也称""自相关的""）",自相关：时间序列与自身过去值相关；自回归系数为负表示存在趋势性
103,生词,simply outcompeting the other and winning market share,只是在竞争中胜过对方、抢占市场份额,out- 前缀=胜过（outperform 同理）
103,词组,not to mention the more specific market factors,更不用说那些更具体的市场因子,引出更进一层的补充
103,生词,these two indices correlate at a level of 0.37 since inception,这两个指数自起始以来相关系数为0.37,inception = 开端；基金业 since inception = 自成立以来
103,多义,by lagging the Japanese returns by a day,把日本的收益率滞后一天处理,lag = 滞后；日美存在一天时差导致隔日联动
103,难句,"Nevertheless, these two companies will likely have a high positive correlation, because their returns are still driven heavily by the overall market, by their sector, and by their industry, not to mention the more specific market factors associated with being an airline company (e.g., the price of oil).","尽管如此，这两家公司大概率仍会呈高度正相关，因为它们的收益仍主要由大盘、所属板块和行业驱动，更不用说与""航空公司""身份相关的那些更具体的市场因子（例如油价）。",三个 by 并列状语；associated with being an airline company = 动名词作介词宾语
104,多义,Even using a rolling five-year window,即使使用五年滚动窗口,"window = 统计计算所取的时间段，不是""窗户"""
104,多义,at a level of only 0.14 over the whole sample,整个样本期内相关系数仅0.14,"sample = 统计样本/样本期，不是""样品"""
105,术语,"If either company has significant news, this can cause decoupling as well",任何一家公司出现重大新闻也会导致（走势）脱钩,"decouple = 解除耦合；宏观财经高频词""脱钩"""
105,生词,the stock market is experiencing a significant downdraft,股市正经历一轮明显的下挫,"本义""下沉气流""→市场下跌行情"
105,词组,is more or less a fact of the world,差不多是这个世界的既定事实,more or less = 或多或少、基本上
105,难句,"It is not the fault of optimizers, nor of correlation as a statistic, that this happens to be the case in the finance industry.","金融业恰好如此，这既不能怪优化器，也不能怪""相关系数""这个统计量本身。",It is not the fault of A nor of B that... = that 主语从句后置；happen to be = 恰好是
106,生词,it is a quirk of unconstrained optimizers,这是无约束优化器的一个怪癖,quirk = 怪癖、奇特之处
106,术语,Constrained Optimization,带约束优化,在仓位上限、行业上限等约束条件下求最优解；unconstrained = 无约束的
106,生词,An interesting conundrum for the quant,量化交易员面临的一个有趣难题,conundrum = 难解之谜、两难困境
106,语法,to the extent that constraints are applied it can become the case that ...,当约束加到一定程度时，就可能出现…的情况,to the extent that = 达到…的程度；若…到某种地步
106,词组,but it somewhat defeats the purpose of optimizing,但这多少违背了做优化的初衷,defeat the purpose of = 使…失去意义
106,术语,the expected marginal reward must increase substantially faster than the expected marginal risk,预期边际收益的增速必须远快于预期边际风险,"marginal = 边际的（每多承担一单位风险所要求的额外回报），不是""微不足道的"""
106,难句,"but, as the level of sector risk increases to double the prior level, the expected return needed to justify this increase is substantially larger than double the alpha required at the lower level of sector risk.","但当行业风险增加到先前的两倍时，为证明这一增加""值得""所需的预期收益，要远大于低风险水平下所需阿尔法的两倍。","needed to justify 与 required at 均为过去分词后置定语；double 作名词""两倍""；as = 随着"
107,词组,use this set of individual market impact models to feed into the optimizer,把这组个股市场冲击模型输入给优化器,feed = 喂→把数据馈送给程序
107,多义,These are but two of the many ways,这只不过是众多方法中的两种,"⚠but 此处=only（仅仅），书面用法，不是""但是"""
107,生词,iteratively solving for the trade-off that maximizes the objective function,迭代求解使目标函数最大化的权衡方案,iterate = 迭代（反复逼近）；编程高频词
107,词组,"there are many canned, off-the-shelf packages",有许多现成的、拿来即用的软件包,off-the-shelf 从货架上现拿→现成的；canned 罐装的→预先做好的
107,术语,might find a local peak in the curve and stop looking,可能找到曲线上的一个局部峰值就停止搜索,局部最优 vs 全局最优（globally optimal）：优化算法的经典陷阱
107,难句,"The optimizer is trying to solve a lot of problems at once, potentially: maximize returns per unit of risk, accounting for correlation and volatility, while staying within various hard limits (e.g., maximum position size constraints), and while accounting for risk factor exposures and transaction costs.",优化器要同时解决很多问题：在计入相关性和波动率的前提下最大化单位风险收益，同时不越过各种硬性限制（如最大仓位约束），并兼顾风险因子敞口和交易成本。,冒号后为动词短语列举；两个 while + 分词短语表伴随条件；per unit of risk = 每单位风险
